"No.","Time","Source","Destination","Protocol","Length","Info"
"1417","4.858765","142.250.82.219","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1418","4.859908","192.168.254.7","142.250.82.219","UDP","247","52952  >  3478 Len=205"
"1419","4.876239","192.168.254.7","142.250.82.215","UDP","1155","56356  >  3478 Len=1113"
"1420","4.876338","192.168.254.7","142.250.82.215","UDP","1155","56356  >  3478 Len=1113"
"1421","4.876374","192.168.254.7","142.250.82.215","UDP","1155","56356  >  3478 Len=1113"
"1422","4.880091","192.168.254.7","142.250.82.219","UDP","239","52952  >  3478 Len=197"
"1423","4.888609","142.250.82.215","192.168.254.7","RTCP","210","Receiver Report   "
"1424","4.900092","192.168.254.7","142.250.82.219","UDP","238","52952  >  3478 Len=196"
"1425","4.909011","142.250.82.215","192.168.254.7","RTCP","114","Application specific   subtype=13"
"1426","4.909011","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1427","4.910664","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1428","4.910783","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1429","4.910822","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1430","4.910856","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1431","4.910884","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1432","4.910923","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1433","4.910990","192.168.254.7","142.250.82.215","UDP","1184","56356  >  3478 Len=1142"
"1434","4.911023","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1435","4.911051","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1436","4.911078","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1437","4.911115","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1438","4.911152","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1439","4.911179","192.168.254.7","142.250.82.215","UDP","1185","56356  >  3478 Len=1143"
"1440","4.920078","192.168.254.7","142.250.82.219","UDP","240","52952  >  3478 Len=198"
"1441","4.940022","192.168.254.7","142.250.82.219","UDP","237","52952  >  3478 Len=195"
"1442","4.945450","192.168.254.7","142.250.82.215","UDP","1163","56356  >  3478 Len=1121"
"1443","4.945618","192.168.254.7","142.250.82.215","UDP","1163","56356  >  3478 Len=1121"
"1444","4.945660","192.168.254.7","142.250.82.215","UDP","1163","56356  >  3478 Len=1121"
"1445","4.945691","192.168.254.7","142.250.82.215","UDP","1163","56356  >  3478 Len=1121"
"1446","4.945733","192.168.254.7","142.250.82.215","UDP","1163","56356  >  3478 Len=1121"
"1447","4.950593","192.168.254.7","142.250.82.215","UDP","970","56356  >  3478 Len=928"
"1448","4.950730","192.168.254.7","142.250.82.215","UDP","971","56356  >  3478 Len=929"
"1449","4.950793","192.168.254.7","142.250.82.215","UDP","971","56356  >  3478 Len=929"
"1450","4.958444","142.250.82.215","192.168.254.7","RTCP","110","Application specific   ( 'H|M ) subtype=13"
"1451","4.958444","142.250.82.219","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1452","4.959846","192.168.254.7","142.250.82.219","UDP","235","52952  >  3478 Len=193"
"1453","4.979867","192.168.254.7","142.250.82.215","UDP","1237","56356  >  3478 Len=1195"
"1454","4.980006","192.168.254.7","142.250.82.215","UDP","1237","56356  >  3478 Len=1195"
"1455","4.980068","192.168.254.7","142.250.82.215","UDP","1237","56356  >  3478 Len=1195"
"1456","4.980116","192.168.254.7","142.250.82.215","UDP","1237","56356  >  3478 Len=1195"
"1457","4.980154","192.168.254.7","142.250.82.219","UDP","235","52952  >  3478 Len=193"
"1458","5.000851","192.168.254.7","142.250.82.219","UDP","239","52952  >  3478 Len=197"
"1459","5.008545","142.250.82.215","192.168.254.7","RTCP","126","Application specific   subtype=13"
"1460","5.008545","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1461","5.019590","192.168.254.7","142.250.82.215","UDP","1107","56356  >  3478 Len=1065"
"1462","5.019771","192.168.254.7","142.250.82.215","UDP","1108","56356  >  3478 Len=1066"
"1463","5.020541","192.168.254.7","142.250.82.219","UDP","252","52952  >  3478 Len=210"
"1464","5.040054","192.168.254.7","142.250.82.219","UDP","228","52952  >  3478 Len=186"
"1465","5.040183","192.168.254.7","142.250.82.219","RTCP","90","Receiver Report   "
"1466","5.046607","192.168.254.7","142.250.82.215","UDP","936","56356  >  3478 Len=894"
"1467","5.046766","192.168.254.7","142.250.82.215","UDP","936","56356  >  3478 Len=894"
"1468","5.060161","192.168.254.7","142.250.82.219","UDP","233","52952  >  3478 Len=191"
"1469","5.060163","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13Port Mapping   [Malformed Packet]"
"1470","5.060163","142.250.82.219","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1471","5.073555","142.250.82.219","192.168.254.7","RTCP","238","Sender Report   "
"1472","5.079975","192.168.254.7","142.250.82.219","UDP","231","52952  >  3478 Len=189"
"1473","5.081746","192.168.254.7","142.250.82.215","UDP","1241","56356  >  3478 Len=1199"
"1474","5.081902","192.168.254.7","142.250.82.215","UDP","1241","56356  >  3478 Len=1199"
"1475","5.081947","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1476","5.081981","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1477","5.082010","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1478","5.082053","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1479","5.082118","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1480","5.082163","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1481","5.082226","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1482","5.082295","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1483","5.082344","192.168.254.7","142.250.82.215","UDP","1242","56356  >  3478 Len=1200"
"1484","5.100258","192.168.254.7","142.250.82.219","UDP","223","52952  >  3478 Len=181"
"1485","5.102038","192.168.254.7","142.250.82.215","RTCP","142","Sender Report   "
"1486","5.102148","192.168.254.7","142.250.82.215","RTCP","122","Receiver Report   "
"1487","5.111885","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1488","5.111885","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1489","5.116243","192.168.254.7","142.250.82.215","UDP","1234","56356  >  3478 Len=1192"
"1490","5.116356","192.168.254.7","142.250.82.215","UDP","1234","56356  >  3478 Len=1192"
"1491","5.116398","192.168.254.7","142.250.82.215","UDP","1234","56356  >  3478 Len=1192"
"1492","5.116432","192.168.254.7","142.250.82.215","UDP","1234","56356  >  3478 Len=1192"
"1493","5.116463","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1494","5.116506","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1495","5.116587","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1496","5.116619","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1497","5.116660","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1498","5.116703","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1499","5.116733","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1500","5.116775","192.168.254.7","142.250.82.215","UDP","1235","56356  >  3478 Len=1193"
"1501","5.119935","192.168.254.7","142.250.82.219","UDP","231","52952  >  3478 Len=189"
"1502","5.139651","192.168.254.7","142.250.82.219","UDP","241","52952  >  3478 Len=199"
"1503","5.147989","192.168.254.7","142.250.82.215","UDP","1188","56356  >  3478 Len=1146"
"1504","5.148132","192.168.254.7","142.250.82.215","UDP","1188","56356  >  3478 Len=1146"
"1505","5.148179","192.168.254.7","142.250.82.215","UDP","1188","56356  >  3478 Len=1146"
"1506","5.148212","192.168.254.7","142.250.82.215","UDP","1189","56356  >  3478 Len=1147"
"1507","5.148244","192.168.254.7","142.250.82.215","UDP","1189","56356  >  3478 Len=1147"
"1508","5.148325","192.168.254.7","142.250.82.215","UDP","1189","56356  >  3478 Len=1147"
"1509","5.148368","192.168.254.7","142.250.82.215","UDP","1189","56356  >  3478 Len=1147"
"1510","5.151451","192.168.254.7","142.250.82.215","UDP","343","56356  >  3478 Len=301"
"1511","5.159048","142.250.82.215","192.168.254.7","RTCP","118","Application specific   subtype=13"
"1512","5.159048","142.250.82.219","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1513","5.159857","192.168.254.7","142.250.82.219","UDP","240","52952  >  3478 Len=198"
"1514","5.163232","142.250.82.219","192.168.254.7","UDP","162","3478  >  52952 Len=120"
"1515","5.164370","192.168.254.7","142.250.82.219","UDP","86","52952  >  3478 Len=44"
"1516","5.179900","142.250.82.219","192.168.254.7","UDP","91","3478  >  52952 Len=49"
"1517","5.180499","192.168.254.7","142.250.82.219","UDP","243","52952  >  3478 Len=201"
"1518","5.184643","192.168.254.7","142.250.82.215","UDP","1151","56356  >  3478 Len=1109"
"1519","5.184745","192.168.254.7","142.250.82.215","UDP","1151","56356  >  3478 Len=1109"
"1520","5.184788","192.168.254.7","142.250.82.215","UDP","1151","56356  >  3478 Len=1109"
"1521","5.184824","192.168.254.7","142.250.82.215","UDP","1151","56356  >  3478 Len=1109"
"1522","5.184859","192.168.254.7","142.250.82.215","UDP","1151","56356  >  3478 Len=1109"
"1523","5.184929","192.168.254.7","142.250.82.215","UDP","1152","56356  >  3478 Len=1110"
"1524","5.184980","192.168.254.7","142.250.82.215","UDP","1152","56356  >  3478 Len=1110"
"1525","5.185012","192.168.254.7","142.250.82.215","UDP","1152","56356  >  3478 Len=1110"
"1526","5.185053","192.168.254.7","142.250.82.215","UDP","1152","56356  >  3478 Len=1110"
"1527","5.185092","192.168.254.7","142.250.82.215","UDP","1152","56356  >  3478 Len=1110"
"1528","5.199746","192.168.254.7","142.250.82.219","UDP","240","52952  >  3478 Len=198"
"1529","5.216632","142.250.82.215","192.168.254.7","RTCP","126","Application specific   subtype=13"
"1530","5.216632","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1531","5.216890","192.168.254.7","142.250.82.215","UDP","938","56356  >  3478 Len=896"
"1532","5.216973","192.168.254.7","142.250.82.215","UDP","938","56356  >  3478 Len=896"
"1533","5.217007","192.168.254.7","142.250.82.215","UDP","938","56356  >  3478 Len=896"
"1534","5.219795","192.168.254.7","142.250.82.219","UDP","223","52952  >  3478 Len=181"
"1535","5.227706","192.168.254.7","142.250.82.219","RTCP","90","Receiver Report   "
"1536","5.227859","192.168.254.7","142.250.82.219","UDP","86","52952  >  3478 Len=44"
"1537","5.240351","192.168.254.7","142.250.82.219","UDP","154","52952  >  3478 Len=112"
"1538","5.252169","192.168.254.7","142.250.82.215","UDP","771","56356  >  3478 Len=729"
"1539","5.252270","192.168.254.7","142.250.82.215","UDP","772","56356  >  3478 Len=730"
"1540","5.269109","142.250.82.219","192.168.254.7","UDP","171","3478  >  52952 Len=129"
"1541","5.269109","142.250.82.215","192.168.254.7","RTCP","114","Application specific   subtype=13"
"1542","5.269109","142.250.82.219","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1543","5.269109","142.250.82.219","192.168.254.7","UDP","87","3478  >  52952 Len=45"
"1544","5.286128","192.168.254.7","142.250.82.215","UDP","1165","56356  >  3478 Len=1123"
"1545","5.286226","192.168.254.7","142.250.82.215","UDP","1165","56356  >  3478 Len=1123"
"1546","5.286263","192.168.254.7","142.250.82.215","UDP","1166","56356  >  3478 Len=1124"
"1547","5.286293","192.168.254.7","142.250.82.215","UDP","1166","56356  >  3478 Len=1124"
"1548","5.289902","192.168.254.7","142.250.82.219","UDP","86","52952  >  3478 Len=44"
"1549","5.310443","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1550","5.310443","142.250.82.215","192.168.254.7","RTCP","110","Application specific   ( 5lRZ ) subtype=13"
"1551","5.320363","192.168.254.7","142.250.82.215","UDP","1217","56356  >  3478 Len=1175"
"1552","5.320475","192.168.254.7","142.250.82.215","UDP","1217","56356  >  3478 Len=1175"
"1553","5.320539","192.168.254.7","142.250.82.215","UDP","1217","56356  >  3478 Len=1175"
"1554","5.337733","192.168.254.7","142.250.82.215","RTCP","118","Sender Report   "
"1555","5.353776","192.168.254.7","142.250.82.215","UDP","1187","56356  >  3478 Len=1145"
"1556","5.353911","192.168.254.7","142.250.82.215","UDP","1187","56356  >  3478 Len=1145"
"1557","5.353960","192.168.254.7","142.250.82.215","UDP","1188","56356  >  3478 Len=1146"
"1558","5.353997","192.168.254.7","142.250.82.215","UDP","1188","56356  >  3478 Len=1146"
"1559","5.357060","192.168.254.7","142.250.82.215","UDP","1180","56356  >  3478 Len=1138"
"1560","5.357147","192.168.254.7","142.250.82.215","UDP","1181","56356  >  3478 Len=1139"
"1561","5.363912","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1562","5.389841","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1563","5.390071","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1564","5.390128","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1565","5.390167","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1566","5.390212","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1567","5.390279","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1568","5.390342","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1569","5.390384","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1570","5.390442","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1571","5.390498","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1572","5.390552","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1573","5.390597","192.168.254.7","142.250.82.215","UDP","1204","56356  >  3478 Len=1162"
"1574","5.423483","192.168.254.7","142.250.82.215","UDP","1118","56356  >  3478 Len=1076"
"1575","5.423588","192.168.254.7","142.250.82.215","UDP","1118","56356  >  3478 Len=1076"
"1576","5.423626","192.168.254.7","142.250.82.215","UDP","1118","56356  >  3478 Len=1076"
"1577","5.423658","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1578","5.455786","192.168.254.7","142.250.82.215","UDP","674","56356  >  3478 Len=632"
"1579","5.459328","142.250.82.215","192.168.254.7","RTCP","118","Application specific   subtype=13"
"1580","5.464212","192.168.254.7","216.239.32.180","UDP","388","52551  >  443 Len=346"
"1581","5.465484","192.168.254.7","172.217.163.174","UDP","735","51819  >  443 Len=693"
"1582","5.489028","192.168.254.7","142.250.82.215","UDP","949","56356  >  3478 Len=907"
"1583","5.489134","192.168.254.7","142.250.82.215","UDP","950","56356  >  3478 Len=908"
"1584","5.510106","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1585","5.517534","216.239.32.180","192.168.254.7","UDP","69","443  >  52551 Len=27"
"1586","5.523603","172.217.163.174","192.168.254.7","UDP","74","443  >  51819 Len=32"
"1587","5.532194","192.168.254.7","142.250.82.215","UDP","984","56356  >  3478 Len=942"
"1588","5.532438","192.168.254.7","142.250.82.215","UDP","984","56356  >  3478 Len=942"
"1589","5.532530","192.168.254.7","142.250.82.215","UDP","985","56356  >  3478 Len=943"
"1590","5.537594","192.168.254.7","172.217.163.174","UDP","75","51819  >  443 Len=33"
"1591","5.543596","192.168.254.7","216.239.32.180","UDP","74","52551  >  443 Len=32"
"1592","5.559661","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1593","5.559759","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1594","5.559798","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1595","5.559829","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1596","5.559858","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1597","5.559898","192.168.254.7","142.250.82.215","UDP","1075","56356  >  3478 Len=1033"
"1598","5.560649","142.250.82.215","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1599","5.594878","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1600","5.594978","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1601","5.595014","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1602","5.595044","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1603","5.595075","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1604","5.595115","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1605","5.595152","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1606","5.595181","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1607","5.595219","192.168.254.7","142.250.82.215","UDP","1250","56356  >  3478 Len=1208"
"1608","5.595262","192.168.254.7","142.250.82.215","UDP","1251","56356  >  3478 Len=1209"
"1609","5.595312","192.168.254.7","142.250.82.215","UDP","1251","56356  >  3478 Len=1209"
"1610","5.595358","192.168.254.7","142.250.82.215","UDP","1251","56356  >  3478 Len=1209"
"1611","5.602541","192.168.254.7","142.250.82.215","RTCP","118","Sender Report   "
"1612","5.627738","192.168.254.7","142.250.82.215","UDP","933","56356  >  3478 Len=891"
"1613","5.627854","192.168.254.7","142.250.82.215","UDP","933","56356  >  3478 Len=891"
"1614","5.627899","192.168.254.7","142.250.82.215","UDP","933","56356  >  3478 Len=891"
"1615","5.629640","142.250.82.219","192.168.254.7","UDP","158","3478  >  52952 Len=116"
"1616","5.629640","142.250.82.219","192.168.254.7","UDP","91","3478  >  52952 Len=49"
"1617","5.629640","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1618","5.639820","192.168.254.7","142.250.82.219","UDP","156","52952  >  3478 Len=114"
"1619","5.659982","192.168.254.7","142.250.82.219","UDP","161","52952  >  3478 Len=119"
"1620","5.663664","192.168.254.7","142.250.82.215","UDP","713","56356  >  3478 Len=671"
"1621","5.663679","142.250.82.215","192.168.254.7","RTCP","122","Application specific   subtype=13"
"1622","5.664799","192.168.254.7","142.250.82.219","UDP","86","52952  >  3478 Len=44"
"1623","5.668618","142.250.82.219","192.168.254.7","UDP","150","3478  >  52952 Len=108"
"1624","5.679129","142.250.82.219","192.168.254.7","UDP","87","3478  >  52952 Len=45"
"1625","5.696942","192.168.254.7","142.250.82.215","RTCP","98","Receiver Report   Generic RTP Feedback   [Malformed Packet]"
"1626","5.698074","192.168.254.7","142.250.82.215","UDP","1223","56356  >  3478 Len=1181"
"1627","5.698147","192.168.254.7","142.250.82.215","UDP","1223","56356  >  3478 Len=1181"
"1628","5.698205","192.168.254.7","142.250.82.215","UDP","1223","56356  >  3478 Len=1181"
"1629","5.698242","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1630","5.711328","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1631","5.711328","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1632","5.725617","172.217.163.174","192.168.254.7","UDP","1049","443  >  51819 Len=1007"
"1633","5.725929","192.168.254.7","172.217.163.174","UDP","81","51819  >  443 Len=39"
"1634","5.726174","172.217.163.174","192.168.254.7","UDP","65","443  >  51819 Len=23"
"1635","5.727108","192.168.254.7","142.250.82.219","UDP","86","52952  >  3478 Len=44"
"1636","5.727607","192.168.254.7","142.250.82.219","RTCP","90","Receiver Report   "
"1637","5.733647","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1638","5.741207","192.168.254.7","172.217.163.174","UDP","75","51819  >  443 Len=33"
"1639","5.758754","192.168.254.7","142.250.82.215","RTCP","106","Receiver Report   "
"1640","5.760367","142.250.82.219","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1641","5.760367","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1642","5.770134","192.168.254.7","142.250.82.215","UDP","1104","56356  >  3478 Len=1062"
"1643","5.770331","192.168.254.7","142.250.82.215","UDP","1104","56356  >  3478 Len=1062"
"1644","5.770379","192.168.254.7","142.250.82.215","UDP","1104","56356  >  3478 Len=1062"
"1645","5.770411","192.168.254.7","142.250.82.215","UDP","1104","56356  >  3478 Len=1062"
"1646","5.774010","192.168.254.7","142.250.82.215","UDP","1229","56356  >  3478 Len=1187"
"1647","5.799048","172.217.163.174","192.168.254.7","UDP","68","443  >  51819 Len=26"
"1648","5.801555","216.239.32.180","192.168.254.7","UDP","616","443  >  52551 Len=574"
"1649","5.801818","192.168.254.7","216.239.32.180","UDP","77","52551  >  443 Len=35"
"1650","5.801867","216.239.32.180","192.168.254.7","UDP","124","443  >  52551 Len=82"
"1651","5.801867","216.239.32.180","192.168.254.7","UDP","64","443  >  52551 Len=22"
"1652","5.801956","192.168.254.7","216.239.32.180","UDP","73","52551  >  443 Len=31"
"1653","5.805290","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1654","5.805401","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1655","5.805472","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1656","5.805530","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1657","5.805565","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1658","5.805610","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1659","5.805666","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1660","5.805713","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1661","5.805759","192.168.254.7","142.250.82.215","UDP","1224","56356  >  3478 Len=1182"
"1662","5.805811","192.168.254.7","142.250.82.215","UDP","1225","56356  >  3478 Len=1183"
"1663","5.805852","192.168.254.7","142.250.82.215","UDP","1225","56356  >  3478 Len=1183"
"1664","5.805894","192.168.254.7","142.250.82.215","UDP","1225","56356  >  3478 Len=1183"
"1665","5.806700","192.168.254.7","216.239.32.180","UDP","459","52551  >  443 Len=417"
"1666","5.810555","142.250.82.215","192.168.254.7","RTCP","106","Application specific   subtype=13"
"1667","5.836398","192.168.254.7","142.250.82.215","UDP","1036","56356  >  3478 Len=994"
"1668","5.836570","192.168.254.7","142.250.82.215","UDP","1036","56356  >  3478 Len=994"
"1669","5.836629","192.168.254.7","142.250.82.215","UDP","1037","56356  >  3478 Len=995"
"1670","5.859736","216.239.32.180","192.168.254.7","UDP","69","443  >  52551 Len=27"
"1671","5.860558","142.250.82.215","192.168.254.7","RTCP","122","Application specific   subtype=13"
"1672","5.869287","192.168.254.7","142.250.82.215","UDP","773","56356  >  3478 Len=731"
"1673","5.886711","192.168.254.7","216.239.32.180","UDP","74","52551  >  443 Len=32"
"1674","5.888471","142.250.82.215","192.168.254.7","RTCP","210","Receiver Report   "
"1675","5.906760","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1676","5.906869","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1677","5.906906","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1678","5.906938","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1679","5.906967","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1680","5.907008","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1681","5.907076","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1682","5.907109","192.168.254.7","142.250.82.215","UDP","1232","56356  >  3478 Len=1190"
"1683","5.907148","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1684","5.907187","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1685","5.907214","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1686","5.907250","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1687","5.907288","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1688","5.907315","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1689","5.907352","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1690","5.907387","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1691","5.913557","142.250.82.215","192.168.254.7","RTCP","110","Application specific   subtype=13"
"1692","5.940632","192.168.254.7","142.250.82.219","UDP","169","52952  >  3478 Len=127"
"1693","5.959619","192.168.254.7","142.250.82.219","UDP","242","52952  >  3478 Len=200"
"1694","5.961096","142.250.82.215","192.168.254.7","RTCP","118","Application specific   subtype=13"
"1695","5.961305","192.168.254.7","142.250.82.215","UDP","1233","56356  >  3478 Len=1191"
"1696","5.961374","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1697","5.961415","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1698","5.961448","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1699","5.961480","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1700","5.961529","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1701","5.961590","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1702","5.961633","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1703","5.961674","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1704","5.961718","192.168.254.7","142.250.82.215","UDP","1119","56356  >  3478 Len=1077"
"1705","5.961759","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1706","5.961788","192.168.254.7","142.250.82.215","UDP","1120","56356  >  3478 Len=1078"
"1707","5.961816","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1708","5.961855","192.168.254.7","142.250.82.215","UDP","1120","56356  >  3478 Len=1078"
"1709","5.961895","192.168.254.7","142.250.82.215","UDP","1212","56356  >  3478 Len=1170"
"1710","5.961923","192.168.254.7","142.250.82.215","UDP","1213","56356  >  3478 Len=1171"
"1711","5.961954","192.168.254.7","142.250.82.219","RTCP","90","Receiver Report   "
"1712","5.972283","192.168.254.7","142.250.82.215","RTCP","142","Sender Report   "
"1713","5.979005","192.168.254.7","172.217.163.174","UDP","610","51819  >  443 Len=568"
"1714","5.980567","192.168.254.7","142.250.82.219","UDP","253","52952  >  3478 Len=211"
"1715","5.990810","192.168.254.7","142.250.82.215","UDP","1213","56356  >  3478 Len=1171"
"1716","5.990918","192.168.254.7","142.250.82.215","UDP","1213","56356  >  3478 Len=1171"
"1717","5.990977","192.168.254.7","142.250.82.215","UDP","1213","56356  >  3478 Len=1171"
"1718","5.991024","192.168.254.7","142.250.82.215","UDP","1213","56356  >  3478 Len=1171"
